Policy_Type_ID,Policy_Type,Cover_Name,Cover_Type_Name,Cover_Sequence,Mandatory,Input_Type,Org.
18546,Industrial All Risk Insurance,"Premises of Un-named customers & suppliers located in India, for a maximum limit of 10% of the limit of indemnity (Business Interruption Sum Insured/ Loss Limit) and coverage restricted to FLEXA perils only, no cover for unnamed suppliers/customers located overseas.",Basic,163,Yes,TEXTAREA,IIRM India
18546,Industrial All Risk Insurance,All standing charges,Basic,164,Yes,TEXTAREA,IIRM India
18546,Industrial All Risk Insurance,Spoilage Risk Consequential Loss Cover,Basic,165,Yes,TEXTAREA,IIRM India
18546,Industrial All Risk Insurance,Departmental Clause,Basic,166,Yes,TEXTAREA,IIRM India
18546,Industrial All Risk Insurance,Specification Basis - Alternative Basis clause,Basic,167,Yes,TEXTAREA,IIRM India
18546,Industrial All Risk Insurance,Accumulation stocks clause,Basic,168,Yes,TEXTAREA,IIRM India
18546,Industrial All Risk Insurance,New Business Clause,Basic,169,Yes,TEXTAREA,IIRM India
18546,Industrial All Risk Insurance,Indemnity Period,Basic,170,Yes,TEXTAREA,IIRM India
18546,Industrial All Risk Insurance,Return of premium clause,Basic,171,Yes,TEXTAREA,IIRM India
18546,Industrial All Risk Insurance,Accountant's clause,Basic,172,Yes,TEXTAREA,IIRM India
18546,Industrial All Risk Insurance,Other terms & conditions,Basic,173,Yes,TEXTAREA,IIRM India
18546,Industrial All Risk Insurance,Deductibles / Excess,Asset,174,Yes,TEXTAREA,IIRM India
20880,Industrial All Risk Insurance,,,,,,
20770,Industrial_All_Risks_Insurance,,,,,,
18572,Industry Protector Insurance Policy – Laghu Udyam,Package – SME,Basic,1,Yes,TEXTAREA,IIRM India
18572,Industry Protector Insurance Policy – Laghu Udyam,Others,Asset,2,No,TEXTAREA,IIRM India
20905,Industry Protector Insurance Policy – Laghu Udyam,,,,,,
18569,Industry Protector Insurance Policy – Sookshma Udyam,Package – SME,Basic,1,Yes,TEXTAREA,IIRM India
18569,Industry Protector Insurance Policy – Sookshma Udyam,Others,Asset,2,No,TEXTAREA,IIRM India
20902,Industry Protector Insurance Policy – Sookshma Udyam,,,,,,
20692,JEEVAN_SURAKSHA,,,,,,
18593,Janata Suraksha Bima Yojana,Life – Micro Insurance,Basic,1,Yes,TEXTAREA,IIRM India
18593,Janata Suraksha Bima Yojana,Others,Asset,2,No,TEXTAREA,IIRM India
20913,Janata Suraksha Bima Yojana,,,,,,
18613,Jeevan Suraksha,Life – Pension / Annuity,Basic,1,Yes,TEXTAREA,IIRM India
18613,Jeevan Suraksha,Others,Asset,2,No,TEXTAREA,IIRM India
20705,Jeevan Suraksha,,,,,,
18564,Jewellers Block Insurance,Location of Risk,Asset,1,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Other terms & coverages,Basic,1,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Occupancy Description,Asset,2,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Details of Property to be insured,Asset,3,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Claims History,Asset,4,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Expiring Insurer & Policy No.,Asset,5,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Expiring Policy Period,Asset,6,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Expiring Policy Premium,Asset,7,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Renewal Policy Period,Asset,8,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Sum Insured Details,Asset,9,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Stock on premises,Basic,10,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Cash on premises,Basic,11,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Stock,Basic,12,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,"Stock in the custody of directors, employees, partners & duly constituted attorneys",Basic,13,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,"Stock entrusted to cutter, broker, agents not in the regular employment of the insured",Basic,14,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Cash in transit in the custody of insured's employees,Basic,15,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Angadia/courier/logistics providers on named basis,Basic,16,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Employee - Fidelity Group,Basic,17,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Domestic exhibitions,Basic,18,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Other Sum Insured Details,Basic,19,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Earthquake,Basic,20,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,STFI,Basic,21,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Mysterious disappearance,Basic,22,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Shoplifting,Basic,23,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Out of safe at premises during and outside business hours,Basic,24,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Tiger kidnapping coverage for key persons who are part of the board including chairman and managing director,Basic,25,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Stolen Good,Basic,26,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Spurious Gold,Basic,27,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Certificate of diamonds/gems/pearls or insured goods,Basic,28,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Underinsurance,Basic,29,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Basis of valuation,Basic,30,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Agreed bank clause,Basic,31,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Connecting conveyance clause,Basic,32,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Goods held in trust clause,Basic,33,Yes,TEXTAREA,IIRM India
18564,Jewellers Block Insurance,Excess / Deductibles,Basic,34,Yes,TEXTAREA,IIRM India
20897,Jewellers Block Insurance,,,,,,
4637,Keyman Insurance,Keyman,Basic,1,Yes,TEXTAREA,IIRM India
4637,Keyman Insurance,Others,Asset,2,No,TEXTAREA,IIRM India
15065,LIA Stage Pay,Life – Stage Pay,Basic,1,Yes,TEXTAREA,IIRM India
15065,LIA Stage Pay,Others,Asset,2,No,TEXTAREA,IIRM India
18582,LPG Dealers Package Policy,Package – SME Trade Risk,Basic,1,Yes,TEXTAREA,IIRM India
18582,LPG Dealers Package Policy,Others,Asset,2,No,TEXTAREA,IIRM India
20685,LPG Dealers Package Policy,,,,,,
18594,Legal Liability Insurance,Other terms & coverages,Basic,1,Yes,TEXTAREA,IIRM India
18594,Legal Liability Insurance,Others,Asset,3,No,TEXTAREA,IIRM India
20691,Legal Liability Insurance,,,,,,
19036,Liability & Miscellaneous,,,,,,
19026,Liability & Miscellaneous,,,,,,
19027,Life,,,,,,
19037,Life,,,,,,
18611,Life Sanchay Plus,Life – Savings / Guaranteed,Basic,1,Yes,TEXTAREA,IIRM India
18611,Life Sanchay Plus,Others,Asset,2,No,TEXTAREA,IIRM India
20704,Life Sanchay Plus,,,,,,
18590,Loss of License Insurance,Specialty – Aviation / License,Basic,1,Yes,TEXTAREA,IIRM India
18590,Loss of License Insurance,Others,Asset,2,No,TEXTAREA,IIRM India
20910,Loss of License Insurance,,,,,,
30006,Machinery All Risk,Occupation,Asset,4,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Risk Location 1,Asset,5,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Description,Asset,6,Yes,TEXT,IIRM Sri Lanka
30006,Machinery All Risk,Risk Location 1 description,Asset,7,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Total Sum Insured of Location,Asset,8,Yes,TEXT,IIRM Sri Lanka
30006,Machinery All Risk,Scope of Cover,Asset,9,Yes,TEXT,IIRM Sri Lanka
30006,Machinery All Risk,"Any unforeseen sudden and accidental physical loss, destruction or damage from any cause other than those specifically excluded",Basic,10,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Extensions,Asset,11,Yes,TEXT,IIRM Sri Lanka
30006,Machinery All Risk,Strike Riot and Civil Commotion,Basic,12,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Terrorism,Basic,13,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Machinery Break down,Basic,14,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Capital Additions,Basic,15,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Escalation,Basic,16,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Transit Cover with Loading & Unloading,Basic,17,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Burglary Including Theft of Parts of the insured machineries,Basic,18,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Deductibles/ Excess,Basic,19,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Strike Riot and Civil Commotion,Basic,20,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Terrorism,Basic,21,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,All other claims,Basic,22,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Premium LKR,Basic,23,Yes,TEXT,IIRM Sri Lanka
30006,Machinery All Risk,Premium Exc. Taxes,Asset,24,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Premium including Taxes,Asset,25,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Warranties,Basic,26,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Conditions,Basic,27,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Exclusions,Basic,28,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Subjectivities,Basic,29,Yes,TEXTAREA,IIRM Sri Lanka
30006,Machinery All Risk,Past Claims,Basic,30,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Occupation,Asset,4,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Risk Location 1,Asset,5,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Description,Asset,6,Yes,TEXT,IIRM Sri Lanka
30007,Machinery Breakdown,Risk Location 1 description,Asset,7,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Total Sum Insured of Location,Asset,8,Yes,TEXT,IIRM Sri Lanka
30007,Machinery Breakdown,Scope of Cover,Asset,9,Yes,TEXT,IIRM Sri Lanka
30007,Machinery Breakdown,"sudden and unforeseen damage from causes such as defects in casting and material, faulty design, faults at workshop or in erection, bad workmanship, lack of skill, carelessness, shortage of water in boilers, physical explosion, tearing apart on account of centrifugal force, short circuit, storm or from any other cause not specifically excluded hereinafter, to the machinery described in the schedule whilst at the situation specified in the said schedule other than during initial erection and commissioning and dismantling prior to the removal from premises occurring during the period of Insurance.",Basic,10,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Extensions,Asset,11,Yes,TEXT,IIRM Sri Lanka
30007,Machinery Breakdown,Capital Additions,Basic,12,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Escalation,Basic,13,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Deductibles/ Excess,Basic,14,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,All other claims,Basic,15,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Premium LKR,Basic,16,Yes,TEXT,IIRM Sri Lanka
30007,Machinery Breakdown,Premium Exc. Taxes,Asset,17,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Premium including Taxes,Asset,18,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Warranties,Basic,19,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Conditions,Basic,20,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Exclusions,Basic,21,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Subjectivities,Basic,22,Yes,TEXTAREA,IIRM Sri Lanka
30007,Machinery Breakdown,Past Claims,Basic,23,Yes,TEXTAREA,IIRM Sri Lanka
18525,Machinery Breakdown Insurance (MBD),Name of the Insured,Asset,1,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Communication Address,Asset,2,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Risk Location Address,Asset,3,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Occupancy,Asset,4,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Period of Insurance,Asset,5,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Hypothecation,Asset,6,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Claims Experience,Asset,7,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Expiring Policy Period,Asset,8,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Renewal Policy Period,Asset,9,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Expiring Policy Premium,Asset,10,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Details of items to be insured,Asset,11,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Sum Insured,Asset,12,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Escalation,Basic,13,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Express freight,Basic,14,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Air freight,Basic,15,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Owners surrounding property,Basic,16,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Third party liability,Basic,17,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Additional customs duty,Basic,18,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),"Cover for foundation, masonry, brickwork",Basic,19,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),"Consumables like transformer oil, etc.",Basic,20,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Other Coverages,Basic,21,Yes,TEXTAREA,IIRM India
18525,Machinery Breakdown Insurance (MBD),Deductibles,Asset,22,Yes,TEXTAREA,IIRM India
20863,Machinery Breakdown Insurance (MBD),,,,,,
20766,Machinery_Breakdown_Insurance,,,,,,
19038,Marine,,,,,,
19028,Marine,,,,,,
18583,Marine Annual Policy,Marine – Cargo Annual,Basic,1,Yes,TEXTAREA,IIRM India
18583,Marine Annual Policy,Others,Asset,2,No,TEXTAREA,IIRM India
20686,Marine Annual Policy,,,,,,
3209,Marine Cargo Export Insurance (MCE),Marine – Cargo,Basic,1,Yes,TEXTAREA,IIRM India
3209,Marine Cargo Export Insurance (MCE),Others,Asset,2,No,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Nature of Goods to be covered,Asset,1,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Nature of Packing,Asset,2,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Mode of Conveyance,Asset,3,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Sum Insured,Asset,4,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Voyage,Asset,5,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Basis of Valuation,Asset,6,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Limit per transit,Asset,7,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Limit per location,Asset,8,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Term of Sales by Vendor,Asset,9,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Institute Cargo Clauses (A) Cl 382 dated 1/1/2009,Basic,10,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Institute Strikes Clauses (Cargo) Cl 386 dated 1/1/2009,Basic,11,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Institute War Clauses (Cargo) 01.01.2009,Basic,12,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Inland Transit (Rail/Raod/Air) Clause A 2010 Clauses,Basic,13,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Inland Transit (Rail/Raod) Clause B,Basic,14,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,"Strike, Riot & civil Commotion Clause ",Basic,15,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Institute Cargo Clauses (A) (Air) (Excl. Post)  01.01.2009,Basic,16,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Institute Strike Clause (Air Cargo) 01.01.2009,Basic,17,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Institute War Clauses (Air Cargo) (Excl. Post) 01.01.2009,Basic,18,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,War & SRCC,Basic,19,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Loading and Unloading,Basic,20,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Institute Cargo Cluse 2009 ,Basic,21,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Institute Classification Clause; CL 354,Basic,22,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Cargo ISM Clause,Basic,23,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Termination of Transit (Terrorism) Clause,Basic,24,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Institute Replacement Clause/2nd Hand Replacement Clause,Basic,25,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Non LR/GR transit to be covered,Basic,26,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Termination of Risk,Basic,27,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Deferred unpacking clause,Basic,28,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Waiver of Subrogation,Basic,29,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Waiver of Contribution,Basic,30,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Non-Vitiation clause,Basic,31,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Multiple Insured clause,Basic,32,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,ON/or under deck clause,Basic,33,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Accumulation clause,Basic,34,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Pair & Set Clause,Basic,35,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Conceal Damage Clause,Basic,36,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Payment on Account Clause,Basic,37,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Repacking Costs Clause,Basic,38,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Returns shall be covered,Basic,39,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Material sent for Fabrication/Job Work or any other transit,Basic,40,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Self Survey Limit,Basic,41,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Subrogation rights against inland carriers stands waived,Basic,42,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,50:50 Clause,Basic,43,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Duty Insurance Clause,Basic,44,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Damage due to jerk & jolts,Basic,45,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Panel of Surveyor,Basic,46,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,"In case of private carrier, Courier, owned vehicle/ unviability of Transit document",Basic,47,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Testing Condition,Basic,48,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,"Theft, Pilferage, Non-delivery (TPND)",Basic,49,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Seal Intact Clause,Basic,50,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,FIR Report from police stands waived,Basic,51,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Warehouse to Warehouse Basis,Basic,52,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,"Theft, Pilferage, Short and / Or Non Delivery",Basic,53,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Container de-stuffing will be done at the Destination Port/Depot/site,Basic,54,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Agreed Bank Clause,Basic,55,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Loss Payee Clause,Basic,56,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Institute Replacement Clause,Basic,57,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Sea Shipment Clause,Basic,58,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Land Shipment Clause,Basic,59,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Courier Shipment Clause,Basic,60,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Registered Post Parcel Shipment Clause,Basic,61,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Air Shipment Clause,Basic,62,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Standard Terms Applicable For All Modes Of Shipments,Basic,63,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Exclusions,Basic,64,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Loading/Unloading on/off Vehicle/Vessel Clause,Basic,65,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Transhipment clause,Basic,66,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Contingent/Deemed Duty Clause,Basic,67,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Debris removal Clause,Basic,68,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,“Claused Bill of Lading” Clause,Basic,69,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Errors & Omissions Clause,Basic,70,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Insufficiency of packing clause,Basic,71,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Non-Cancellation Clause,Basic,72,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Intermediate storage cover,Basic,73,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Delay in opening clause,Basic,74,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,General Average Clause,Basic,75,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Both to blame clause,Basic,76,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Extra expense clause,Basic,77,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Wilful misconduct clause,Basic,78,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Shut out Cargo Coverage,Basic,79,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Escalation,Basic,80,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Brand and label clause,Basic,81,Yes,TEXTAREA,IIRM India
15005,Marine Cargo Insurance,Other terms & conditions,Basic,82,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Name of the Insured,Asset,1,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Name of the Insured,Asset,1,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Address of Insured/Proposer,Asset,2,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Address of Insured/Proposer,Asset,2,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Business Activities of Company,Asset,3,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Business Activities of Company,Asset,3,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Name of the Intermediary ( Existing & New if applicable ),Asset,4,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Name of the Intermediary ( Existing & New if applicable ),Asset,4,Yes,TEXTAREA,IIRM India
18524,Marine Cargo Open Policy,Contact Details including E Mail ID,Asset,5,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Contact Details including E Mail ID,Asset,5,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Expiring Policy Details,Asset,6,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Expiring Policy Details,Asset,6,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Period of Insurance & Policy Number,Asset,7,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Period of Insurance & Policy Number,Asset,7,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Insurer Details,Asset,8,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Insurer Details,Asset,8,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Expiring Policy Premium [w/o GST],Asset,9,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Expiring Policy Premium [w/o GST],Asset,9,Yes,TEXTAREA,Safersik Organisation
20862,Marine Cargo Open Policy,Claims History,Asset,10,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Claims History,Asset,10,Yes,TEXTAREA,IIRM India
18524,Marine Cargo Open Policy,Renewal Policy Period,Asset,11,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Renewal Policy Period,Asset,11,Yes,TEXTAREA,Safersik Organisation
20862,Marine Cargo Open Policy,Nature of Goods to be covered / Interest to be insured,Asset,12,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Nature of Goods to be covered / Interest to be insured,Asset,12,Yes,TEXTAREA,IIRM India
18524,Marine Cargo Open Policy,Nature of Packing,Asset,13,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Nature of Packing,Asset,13,Yes,TEXTAREA,Safersik Organisation
20862,Marine Cargo Open Policy,Mode of Conveyance,Asset,14,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Mode of Conveyance,Asset,14,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Voyage,Asset,15,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Voyage,Asset,15,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Sum Insured,Asset,16,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,Sum Insured,Asset,16,Yes,TEXTAREA,IIRM India
18524,Marine Cargo Open Policy,Basis of Valuation,Asset,17,Yes,TEXTAREA,IIRM India
20862,Marine Cargo Open Policy,Basis of Valuation,Asset,17,Yes,TEXTAREA,Safersik Organisation
18524,Marine Cargo Open Policy,PSL/Limit per Transit or Conveyance,Asset,18,Yes,TEXTAREA,IIRM India
